data[0] size (num: 29, frame: 62)
data[1] size (num: 29, frame: 62)
window_size: 20, threshold: 0.7
time:5.38143
( 1,  7) dt:(frame:    4, time:0.3456), st:(frame:    3, time:-0.0853), r: -0.7274682
( 1,  7) dt:(frame:    6, time:0.5192), st:(frame:   18, time:1.0665), r: -0.7487835
( 1,  7) dt:(frame:    7, time:0.6017), st:(frame:   18, time:0.9840), r: -0.7365615
( 1,  7) dt:(frame:   19, time:1.6775), st:(frame:    6, time:-1.1583), r: 0.7256032
( 1,  7) dt:(frame:   20, time:1.7659), st:(frame:    5, time:-1.3324), r: 0.8174494
( 1,  7) dt:(frame:   21, time:1.8496), st:(frame:    4, time:-1.5041), r: 0.8678417
( 1,  7) dt:(frame:   22, time:1.9320), st:(frame:    3, time:-1.6718), r: 0.7136738
(1, 8): 
( 1,  8) dt:(frame:  -37, time:-3.2436), st:(frame:    1, time:0.0864), r: -0.8781516
( 1,  8) dt:(frame:  -36, time:-3.1612), st:(frame:    5, time:0.4335), r: -0.8084435
( 1,  8) dt:(frame:  -34, time:-2.9976), st:(frame:    0, time:0.0000), r: -0.7122406
( 1,  8) dt:(frame:  -18, time:-1.5857), st:(frame:   24, time:2.1063), r: 0.7496519
( 1,  8) dt:(frame:  -17, time:-1.5051), st:(frame:   17, time:1.5051), r: 0.7020040
( 1,  8) dt:(frame:   -5, time:-0.4335), st:(frame:   10, time:0.9186), r: -0.7849699
( 1,  8) dt:(frame:   -4, time:-0.3456), st:(frame:   11, time:1.0041), r: -0.8429572
( 1,  8) dt:(frame:    1, time:0.0864), st:(frame:    0, time:-0.0864), r: 0.7613018
( 1,  8) dt:(frame:    2, time:0.1723), st:(frame:    3, time:0.0879), r: 0.8106315
( 1,  8) dt:(frame:    3, time:0.2603), st:(frame:    2, time:-0.0879), r: 0.7639802
( 1,  8) dt:(frame:   19, time:1.6775), st:(frame:    7, time:-1.0757), r: -0.7466713
( 1,  8) dt:(frame:   20, time:1.7659), st:(frame:    6, time:-1.2468), r: -0.8010155
( 1,  8) dt:(frame:   21, time:1.8496), st:(frame:    5, time:-1.4161), r: -0.8463994
( 1,  8) dt:(frame:   22, time:1.9320), st:(frame:    3, time:-1.6718), r: -0.7148986
(1, 9): 
( 1,  9) dt:(frame:  -25, time:-2.2023), st:(frame:   15, time:1.3341), r: -0.7275265
( 1,  9) dt:(frame:   -3, time:-0.2603), st:(frame:   26, time:2.2928), r: 0.7186249
(1, 10): 
( 1, 10) dt:(frame:  -21, time:-1.8496), st:(frame:    0, time:0.0000), r: 0.7242392
